id,fielders,kind,player_out,odi_no,check
7866,1589,caught,1368,3065,0
7867,1478,caught,1858,3065,0
7868,,bowled,2140,3065,0
7869,1589,caught,2076,3065,0
7870,1589,caught,545,3065,0
7871,,bowled,2029,3065,0
7872,,bowled,217,3065,0
7873,2025,caught,1478,3065,0
7874,1568,run out,1593,3065,0
7875,,lbw,1517,3065,0
7876,2127,caught,1584,3065,0
7877,,bowled,1589,3065,0
7878,,bowled,236,3065,0
7879,726,545,run out,1586,3065,0
7880,,lbw,1532,3065,0
7881,545,run out,1550,3065,0
7882,240,caught,1319,2963,0
7883,256,caught,1305,2963,0
7884,1305,caught,658,2963,0
7885,1321,caught,256,2963,0
7886,1438,caught,819,2963,0
7887,1321,caught,600,2963,0
7888,1321,caught,464,2963,0
7889,1431,caught,773,2963,0
7890,544,caught,800,2963,0
7891,,lbw,831,2963,0
7892,1321,stumped,722,2963,0
7893,1321,caught,240,2963,0
7894,1431,caught,845,2962,0
7895,1351,caught,658,2962,0
7896,1344,caught,773,2962,0
7897,,bowled,1351,2962,0
7898,800,caught,1444,2962,0
7899,740,caught,1305,2962,0
7900,,bowled,1369,2962,0
7901,,bowled,1409,2962,0
7902,,lbw,1343,2962,0
7903,,lbw,1321,2962,0
7904,,bowled,544,2962,0
7905,,bowled,1431,2962,0
7906,740,caught,1381,2962,0
7907,1351,544,run out,849,2961,0
7908,1381,run out,845,2961,0
7909,1409,caught,658,2961,0
7910,1390,caught,600,2961,0
7911,1351,caught,464,2961,0
7912,1369,caught,773,2961,0
7913,1321,caught,800,2961,0
7914,1321,caught,240,2961,0
7915,1344,1381,run out,692,2961,0
7916,,bowled,1319,2961,0
7917,464,caught,1351,2961,0
7918,,bowled,1344,2961,0
7919,831,600,run out,1409,2961,0
7920,,lbw,1390,2961,0
7921,600,caught,1321,2961,0
7922,,lbw,1323,2961,0
7923,,bowled,1369,2961,0
7924,,bowled,1431,2961,0
7925,831,600,run out,544,2961,0
7926,1369,caught,1751,2987,0
7927,1430,caught,1681,2987,0
7928,1321,caught,587,2987,0
7929,,bowled,1647,2987,0
7930,,lbw,1650,2987,0
7931,1430,caught,224,2987,0
7932,1754,caught,1430,2987,0
7933,224,1754,run out,1305,2987,0
7934,1650,caught,1344,2987,0
7935,1754,caught,1369,2987,0
7936,1650,caught,1321,2987,0
7937,,bowled,1343,2987,0
7938,1642,caught,1323,2987,0
7939,1650,run out,1395,2987,0
7940,1754,caught,1381,2987,0
7941,1343,caught,1681,2984,0
7942,1430,caught,1751,2984,0
7943,,bowled,1647,2984,0
7944,1438,caught,1650,2984,0
7945,,bowled,224,2984,0
7946,,bowled,1769,2984,0
7947,,bowled,1430,2984,0
7948,1666,caught,1369,2984,0
7949,1642,caught,1305,2984,0
7950,,bowled,1305,2982,0
7951,,lbw,1430,2982,0
7952,1769,caught,1369,2982,0
7953,,bowled,1409,2982,0
7954,1754,caught,758,2982,0
7955,1751,caught,1395,2982,0
7956,1635,run out,1344,2982,0
7957,,bowled,1431,2982,0
7958,587,caught,1396,2982,0
7959,,caught and bowled,1323,2982,0
7960,1369,caught,1681,2982,0
7961,1369,caught,1751,2982,0
7962,,lbw,587,2982,0
7963,1344,caught,1650,2982,0
7964,1344,caught,1647,2982,0
7965,1409,caught,224,2982,0
7966,1344,caught,1769,2982,0
7967,1431,run out,1775,2982,0
7968,1395,caught,1635,2982,0
7969,1323,caught,1752,2982,0
7970,,bowled,1430,2980,0
7971,1751,caught,1305,2980,0
7972,1775,caught,1344,2980,0
7973,1751,caught,1369,2980,0
7974,,lbw,1409,2980,0
7975,1395,caught,1681,2980,0
7976,758,caught,1665,2980,0
7977,,bowled,1751,2980,0
7978,1323,caught,224,2980,0
7979,,bowled,1775,2980,0
7980,758,run out,1754,2980,0
7981,1369,caught,1647,2980,0
7982,1344,caught,1766,2980,0
7983,1395,run out,1752,2980,0
7984,1430,run out,1732,2980,0
7985,1754,caught,1430,2979,0
7986,1752,caught,1369,2979,0
7987,,bowled,1305,2979,0
7988,,bowled,1343,2979,0
7989,1766,caught,1344,2979,0
7990,,bowled,1323,2979,0
7991,1681,caught,1395,2979,0
7992,1369,caught,1675,2979,0
7993,1344,caught,1647,2979,0
7994,1323,caught,1681,2979,0
7995,1369,caught,1665,2979,0
7996,,bowled,1766,2979,0
7997,,bowled,1754,2979,0
7998,1395,caught,224,2979,0
7999,1369,caught,1769,2979,0
8000,,lbw,1775,2979,0
8001,1430,caught,1752,2979,0
8002,1769,caught,1860,2976,0
8003,1681,caught,245,2976,0
8004,,bowled,1897,2976,0
8005,1754,caught,1896,2976,0
8006,576,caught,1894,2976,0
8007,1769,caught,1812,2976,0
8008,1665,caught,1848,2976,0
8009,1647,run out,1811,2976,0
8010,224,caught,1898,2976,0
8011,1754,1752,run out,1879,2976,0
8012,,lbw,576,2976,0
8013,1897,caught,1681,2976,0
8014,1896,stumped,587,2976,0
8015,1812,caught,1665,2976,0
8016,1896,stumped,1647,2976,0
8017,1860,caught,224,2976,0
8018,1754,caught,1860,2974,0
8019,1769,caught,245,2974,0
8020,,bowled,1897,2974,0
8021,224,run out,1894,2974,0
8022,,bowled,1862,2974,0
8023,1732,caught,1896,2974,0
8024,,caught and bowled,1848,2974,0
8025,1650,caught,1812,2974,0
8026,1732,caught,1813,2974,0
8027,,bowled,1879,2974,0
8028,1813,caught,1681,2974,0
8029,1879,caught,1650,2974,0
8030,1896,caught,576,2974,0
8031,,lbw,1754,2974,0
8032,1860,caught,1647,2974,0
8033,,caught and bowled,224,2974,0
8034,1896,stumped,1681,2972,0
8035,245,caught,576,2972,0
8036,1898,caught,1754,2972,0
8037,1898,run out,1650,2972,0
8038,1812,caught,1665,2972,0
8039,1862,caught,1647,2972,0
8040,1896,stumped,224,2972,0
8041,245,1896,1812,run out,1752,2972,0
8042,,bowled,1732,2972,0
8043,,bowled,1894,2972,0
8044,,caught and bowled,1897,2972,0
8045,1754,caught,1896,2972,0
8046,,lbw,1862,2972,0
8047,1754,caught,1860,2972,0
8048,,lbw,1812,2972,0
8049,,bowled,245,2972,0
8050,1681,caught,1848,2972,0
8051,1732,caught,1813,2972,0
8052,1681,caught,1879,2972,0
8053,222,run out,1894,2970,0
8054,1732,caught,1860,2970,0
8055,,lbw,1897,2970,0
8056,1681,caught,1862,2970,0
8057,1650,caught,1896,2970,0
8058,,caught and bowled,1848,2970,0
8059,1665,caught,1812,2970,0
8060,,bowled,1813,2970,0
8061,,bowled,1879,2970,0
8062,1681,1675,run out,1864,2970,0
8063,,lbw,576,2970,0
8064,1896,stumped,1642,2970,0
8065,,lbw,1650,2970,0
8066,,bowled,1675,2970,0
8067,,bowled,1681,2970,0
8068,1894,caught,224,2970,0
8069,,lbw,1860,2967,0
8070,,lbw,1896,2967,0
8071,224,run out,1897,2967,0
8072,1675,caught,1812,2967,0
8073,,bowled,1894,2967,0
8074,,lbw,1681,2967,0
8075,,bowled,576,2967,0
8076,1813,1896,run out,1675,2967,0
8077,1896,1898,run out,1665,2967,0
8078,1897,caught,224,2967,0
8079,1812,caught,1650,2967,0
8080,,bowled,1754,2967,0
8081,,bowled,1771,2967,0
8082,1813,caught,1635,2967,0
8083,,bowled,609,2943,0
8084,1589,caught,464,2943,0
8085,1581,caught,874,2943,0
8086,1589,caught,600,2943,0
8087,1589,caught,845,2943,0
8088,,lbw,240,2943,0
8089,,lbw,627,2943,0
8090,1581,caught,666,2943,0
8091,,bowled,800,2943,0
8092,,bowled,831,2943,0
8093,464,caught,1593,2943,0
8094,600,caught,1478,2943,0
8095,845,caught,1589,2943,0
8096,,bowled,1581,2943,0
8097,,lbw,1524,2943,0
8098,240,run out,1586,2943,0
8099,464,caught,599,2942,0
8100,,bowled,1944,2942,0
8101,738,caught,1993,2942,0
8102,874,run out,1967,2942,0
8103,800,caught,1951,2942,0
8104,600,caught,1978,2942,0
8105,1951,caught,658,2942,0
8106,,bowled,609,2942,0
8107,,lbw,874,2942,0
8108,599,caught,600,2942,0
8109,658,caught,1593,2941,0
8110,609,caught,1478,2941,0
8111,464,caught,1517,2941,0
8112,,lbw,1581,2941,0
8113,666,658,run out,1524,2941,0
8114,874,caught,236,2941,0
8115,800,caught,1589,2941,0
8116,874,caught,1548,2941,0
8117,,bowled,1586,2941,0
8118,600,stumped,1614,2941,0
8119,1589,caught,658,2941,0
8120,1614,caught,609,2941,0
8121,,lbw,1993,2940,0
8122,1548,run out,1944,2940,0
8123,,lbw,599,2940,0
8124,1586,caught,1967,2940,0
8125,1593,caught,1978,2940,0
8126,1458,caught,1951,2940,0
8127,,bowled,1959,2940,0
8128,1532,1589,run out,2010,2940,0
8129,1589,caught,661,2940,0
8130,1951,caught,1517,2940,0
8131,609,caught,1993,2939,0
8132,,bowled,1944,2939,0
8133,666,run out,1978,2939,0
8134,464,caught,599,2939,0
8135,240,caught,1951,2939,0
8136,,bowled,1967,2939,0
8137,2010,run out,845,2939,0
8138,,bowled,609,2939,0
8139,,bowled,874,2939,0
8140,,caught and bowled,464,2939,0
8141,,bowled,609,2938,0
8142,1589,caught,464,2938,0
8143,670,caught,845,2938,0
8144,1589,caught,600,2938,0
8145,1537,caught,874,2938,0
8146,,bowled,800,2938,0
8147,236,caught,627,2938,0
8148,,bowled,666,2938,0
8149,1524,caught,240,2938,0
8150,609,caught,670,2938,0
8151,,caught and bowled,1593,2938,0
8152,800,caught,1589,2938,0
8153,831,caught,1524,2938,0
8154,600,740,run out,1586,2938,0
8155,1581,caught,599,2937,0
8156,1537,caught,1993,2937,0
8157,1581,caught,1967,2937,0
8158,1614,caught,1978,2937,0
8159,,lbw,1951,2937,0
8160,,lbw,1950,2937,0
8161,1589,run out,1944,2937,0
8162,1951,caught,1593,2937,0
8163,1951,caught,1589,2937,0
8164,1959,caught,1478,2937,0
8165,845,caught,1593,3148,0
8166,,bowled,1478,3148,0
8167,600,caught,1589,3148,0
8168,,lbw,1581,3148,0
8169,800,caught,161,3148,0
8170,600,run out,1532,3148,0
8171,,lbw,845,3148,0
8172,1589,caught,849,3148,0
8173,,caught and bowled,464,3148,0
8174,,bowled,609,3148,0
8175,,lbw,845,3147,0
8176,1150,stumped,609,3147,0
8177,735,caught,464,3147,0
8178,,bowled,874,3147,0
8179,1251,caught,849,3147,0
8180,,lbw,600,3147,0
8181,1150,stumped,627,3147,0
8182,1150,caught,666,3147,0
8183,1286,1150,run out,740,3147,0
8184,874,caught,1150,3147,0
8185,600,caught,1186,3147,0
8186,,bowled,733,3147,0
8187,800,caught,1289,3147,0
8188,,bowled,735,3147,0
8189,,bowled,1105,3147,0
8190,845,caught,1251,3147,0
8191,849,caught,1286,3147,0
8192,,lbw,1279,3147,0
8193,464,caught,1182,3147,0
8194,,bowled,981,3146,0
8195,1589,caught,1021,3146,0
8196,,bowled,209,3146,0
8197,1593,caught,1041,3146,0
8198,,lbw,589,3146,0
8199,1589,caught,983,3146,0
8200,,lbw,1028,3146,0
8201,1517,caught,994,3146,0
8202,1589,caught,230,3146,0
8203,,bowled,988,3146,0
8204,1021,caught,1593,3146,0
8205,1021,caught,1478,3146,0
8206,,lbw,1517,3146,0
8207,1028,caught,1589,3146,0
8208,,bowled,1584,3146,0
8209,,bowled,154,3145,0
8210,1581,caught,2165,3145,0
8211,,lbw,1,3145,0
8212,1551,caught,355,3145,0
8213,,lbw,155,3145,0
8214,1517,caught,1435,3145,0
8215,,caught and bowled,981,3144,0
8216,1323,caught,209,3144,0
8217,1369,caught,1041,3144,0
8218,,bowled,1028,3144,0
8219,1365,caught,1021,3144,0
8220,1343,caught,983,3144,0
8221,,bowled,994,3144,0
8222,,bowled,1044,3144,0
8223,1044,caught,1305,3144,0
8224,958,caught,1430,3144,0
8225,994,caught,1369,3144,0
8226,,bowled,1343,3144,0
8227,209,981,run out,1344,3144,0
8228,,bowled,1323,3144,0
8229,981,caught,1403,3144,0
8230,994,caught,1431,3144,0
8231,230,caught,1341,3144,0
8232,958,caught,1396,3144,0
8233,,bowled,2127,3143,0
8234,800,caught,1858,3143,0
8235,666,caught,1368,3143,0
8236,,bowled,2025,3143,0
8237,,caught and bowled,2140,3143,0
8238,666,caught,2087,3143,0
8239,2025,caught,845,3143,0
8240,1858,caught,849,3143,0
8241,1368,caught,464,3143,0
8242,2140,2023,run out,609,3143,0
8243,1368,caught,600,3143,0
8244,1251,caught,1681,3142,0
8245,,lbw,1765,3142,0
8246,,lbw,587,3142,0
8247,735,caught,1766,3142,0
8248,1150,caught,224,3142,0
8249,,lbw,422,3142,0
8250,,lbw,1769,3142,0
8251,,bowled,825,3142,0
8252,1289,caught,222,3142,0
8253,,bowled,1752,3142,0
8254,422,caught,849,3141,0
8255,583,caught,609,3141,0
8256,,bowled,464,3141,0
8257,422,stumped,600,3141,0
8258,1752,caught,800,3141,0
8259,,caught and bowled,874,3141,0
8260,,bowled,773,3141,0
8261,224,caught,627,3141,0
8262,,bowled,666,3141,0
8263,,bowled,779,3141,0
8264,,lbw,1671,3141,0
8265,627,caught,587,3141,0
8266,,bowled,1765,3141,0
8267,773,caught,224,3141,0
8268,600,stumped,422,3141,0
8269,800,779,run out,1769,3141,0
8270,773,caught,583,3141,0
8271,779,caught,1635,3141,0
8272,543,caught,1766,3141,0
8273,,bowled,1752,3141,0
8274,391,caught,631,3140,0
8275,705,caught,1897,3140,0
8276,390,run out,1894,3140,0
8277,,lbw,1896,3140,0
8278,399,caught,1812,3140,0
8279,,bowled,1824,3140,0
8280,,lbw,391,3140,0
8281,1894,run out,390,3140,0
8282,,lbw,387,3140,0
8283,1813,caught,399,3140,0
8284,,lbw,625,3140,0
8285,,lbw,375,3140,0
8286,631,caught,548,3140,0
8287,,lbw,392,3140,0
8288,1812,run out,630,3140,0
8289,1864,caught,705,3140,0
8290,1951,stumped,1430,3138,0
8291,,bowled,1305,3138,0
8292,1951,caught,1343,3138,0
8293,,caught and bowled,1369,3138,0
8294,,bowled,1441,3138,0
8295,1993,caught,1341,3138,0
8296,661,run out,1323,3138,0
8297,,bowled,544,3138,0
8298,1441,caught,1993,3138,0
8299,,bowled,599,3138,0
8300,,lbw,1930,3138,0
8301,,bowled,1980,3138,0
8302,1430,caught,1951,3138,0
8303,1323,1441,run out,1950,3138,0
8304,1441,caught,1978,3138,0
8305,,bowled,619,3138,0
8306,1403,caught,2010,3138,0
8307,,bowled,1959,3138,0
8308,,bowled,2127,3139,0
8309,1150,caught,2087,3139,0
8310,1150,caught,1858,3139,0
8311,1182,1150,run out,2140,3139,0
8312,,bowled,1368,3139,0
8313,1182,caught,2025,3139,0
8314,1150,caught,2029,3139,0
8315,,bowled,2039,3139,0
8316,,bowled,545,3139,0
8317,1182,caught,2047,3139,0
8318,,caught and bowled,1186,3139,0
8319,,lbw,1150,3139,0
8320,1858,caught,1289,3139,0
8321,1858,caught,1182,3139,0
8322,2127,caught,733,3139,0
8323,2047,caught,1251,3139,0
8324,342,caught,168,3136,0
8325,360,caught,188,3136,0
8326,358,caught,167,3136,0
8327,,lbw,1325,3136,0
8328,336,caught,1436,3136,0
8329,360,caught,906,3136,0
8330,342,run out,442,3136,0
8331,336,run out,159,3136,0
8332,338,358,run out,439,3136,0
8333,336,342,run out,348,3136,0
8334,442,caught,360,3136,0
8335,167,caught,682,3136,0
8336,442,caught,338,3136,0
8337,442,caught,359,3136,0
8338,230,run out,1593,3137,0
8339,994,caught,1478,3137,0
8340,,lbw,1517,3137,0
8341,,bowled,1589,3137,0
8342,981,caught,1581,3137,0
8343,,caught and bowled,1584,3137,0
8344,209,caught,1532,3137,0
8345,981,caught,1550,3137,0
8346,994,209,983,run out,1545,3137,0
8347,1517,caught,981,3137,0
8348,,lbw,209,3137,0
8349,1589,caught,1021,3137,0
8350,1589,stumped,589,3137,0
8351,,lbw,1041,3137,0
8352,,caught and bowled,1028,3137,0
8353,1517,caught,983,3137,0
8354,1478,caught,930,3137,0
8355,,lbw,230,3137,0
8356,,bowled,210,3137,0
8357,,bowled,120,3135,0
8358,1681,caught,154,3135,0
8359,1681,caught,1435,3135,0
8360,,bowled,2165,3135,0
8361,422,caught,355,3135,0
8362,,bowled,1,3135,0
8363,422,224,run out,182,3135,0
8364,583,caught,239,3135,0
8365,,bowled,155,3135,0
8366,422,caught,183,3135,0
8367,,lbw,1681,3135,0
8368,120,stumped,1765,3135,0
8369,154,caught,587,3135,0
8370,,bowled,1769,3135,0
8371,,bowled,422,3135,0
8372,,lbw,224,3135,0
8373,,lbw,583,3135,0
8374,2165,caught,1766,3135,0
8375,183,caught,222,3135,0
8376,1435,120,run out,1635,3135,0
8377,1858,caught,295,3134,0
8378,2029,caught,1184,3134,0
8379,1858,caught,284,3134,0
8380,2047,caught,1207,3134,0
8381,,bowled,286,3134,0
8382,,bowled,881,3134,0
8383,2120,caught,840,3134,0
8384,2087,caught,854,3134,0
8385,,bowled,552,3134,0
8386,,bowled,1518,3134,0
8387,284,caught,1858,3134,0
8388,164,caught,2127,3134,0
8389,295,caught,2087,3134,0
8390,837,caught,1305,3133,0
8391,336,run out,1430,3133,0
8392,,bowled,1441,3133,0
8393,342,360,run out,1369,3133,0
8394,2030,caught,1341,3133,0
8395,,bowled,1365,3133,0
8396,358,caught,1343,3133,0
8397,1430,caught,360,3133,0
8398,1369,caught,682,3133,0
8399,1441,caught,342,3133,0
8400,,lbw,338,3133,0
8401,1305,caught,358,3133,0
8402,,lbw,359,3133,0
8403,1430,caught,632,3133,0
8404,1441,caught,2030,3133,0
8405,1441,caught,336,3133,0
8406,1441,caught,837,3133,0
8407,,lbw,1325,3131,0
8408,1951,caught,348,3131,0
8409,1978,run out,168,3131,0
8410,1951,1978,run out,188,3131,0
8411,1951,stumped,167,3131,0
8412,,lbw,444,3131,0
8413,599,caught,442,3131,0
8414,1951,1977,run out,906,3131,0
8415,,lbw,159,3131,0
8416,619,1980,run out,439,3131,0
8417,,bowled,1993,3131,0
8418,159,caught,1930,3131,0
8419,,bowled,1980,3131,0
8420,1436,caught,1978,3131,0
8421,1150,caught,1897,3132,0
8422,,lbw,631,3132,0
8423,1182,caught,1894,3132,0
8424,1251,caught,1896,3132,0
8425,,caught and bowled,1848,3132,0
8426,,bowled,1824,3132,0
8427,1150,caught,1898,3132,0
8428,1896,stumped,525,3132,0
8429,1879,caught,1186,3132,0
8430,,bowled,1251,3132,0
8431,389,caught,2127,3130,0
8432,548,caught,1858,3130,0
8433,,lbw,2087,3130,0
8434,,bowled,2140,3130,0
8435,391,caught,2025,3130,0
8436,548,caught,1368,3130,0
8437,1858,caught,389,3130,0
8438,,bowled,625,3130,0
8439,2025,1858,run out,391,3130,0
8440,1368,run out,399,3130,0
8441,,bowled,375,3130,0
8442,2039,2120,run out,548,3130,0
8443,284,caught,209,3129,0
8444,164,caught,1021,3129,0
8445,687,caught,981,3129,0
8446,1207,caught,1041,3129,0
8447,,caught and bowled,983,3129,0
8448,295,caught,1028,3129,0
8449,1041,caught,687,3129,0
8450,1041,caught,286,3129,0
8451,981,caught,1184,3129,0
8452,981,caught,284,3129,0
8453,981,caught,881,3129,0
8454,983,caught,552,3129,0
8455,981,run out,295,3129,0
8456,930,caught,854,3129,0
8457,1041,caught,1156,3129,0
8458,,bowled,845,3128,0
8459,1343,caught,849,3128,0
8460,1369,caught,609,3128,0
8461,1430,caught,773,3128,0
8462,1323,caught,874,3128,0
8463,,caught and bowled,464,3128,0
8464,,bowled,627,3128,0
8465,1396,caught,666,3128,0
8466,1430,caught,740,3128,0
8467,,bowled,779,3128,0
8468,849,caught,1430,3128,0
8469,600,caught,1305,3128,0
8470,600,627,run out,1369,3128,0
8471,464,caught,1344,3128,0
8472,600,stumped,1343,3128,0
8473,,lbw,1441,3128,0
8474,800,caught,1323,3128,0
8475,1951,stumped,120,3127,0
8476,1930,caught,154,3127,0
8477,1959,caught,2165,3127,0
8478,599,caught,355,3127,0
8479,1930,caught,1435,3127,0
8480,1959,caught,1,3127,0
8481,,caught and bowled,155,3127,0
8482,619,caught,2177,3127,0
8483,,bowled,165,3127,0
8484,1950,run out,8,3127,0
8485,,bowled,1993,3127,0
8486,2157,run out,1930,3127,0
8487,,bowled,1967,3127,0
8488,120,165,run out,599,3127,0
8489,,bowled,1978,3127,0
8490,120,caught,1951,3127,0
8491,,bowled,1959,3127,0
8492,2177,caught,2010,3127,0
8493,360,caught,1650,3126,0
8494,,bowled,587,3126,0
8495,336,caught,1766,3126,0
8496,,bowled,1765,3126,0
8497,837,caught,1769,3126,0
8498,342,caught,422,3126,0
8499,356,caught,224,3126,0
8500,,bowled,583,3126,0
8501,1320,336,run out,1635,3126,0
8502,682,caught,222,3126,0
8503,1769,caught,682,3126,0
8504,1752,caught,360,3126,0
8505,,bowled,342,3126,0
8506,,bowled,338,3126,0
8507,224,caught,358,3126,0
8508,,lbw,359,3126,0
8509,422,stumped,632,3126,0
8510,1769,run out,1320,3126,0
8511,,bowled,336,3126,0
8512,,bowled,837,3126,0
8513,1812,caught,1593,3125,0
8514,1881,caught,1478,3125,0
8515,1812,caught,236,3125,0
8516,631,caught,1517,3125,0
8517,1812,caught,1551,3125,0
8518,1881,caught,1584,3125,0
8519,,bowled,631,3125,0
8520,1589,caught,1896,3125,0
8521,1517,caught,1897,3125,0
8522,1589,stumped,1898,3125,0
8523,,lbw,1824,3125,0
8524,1517,caught,1848,3125,0
8525,236,caught,1812,3125,0
8526,1581,caught,1879,3125,0
8527,,lbw,1881,3125,0
8528,,bowled,1864,3125,0
8529,,bowled,168,3124,0
8530,,lbw,1325,3124,0
8531,666,caught,1436,3124,0
8532,600,caught,188,3124,0
8533,,lbw,441,3124,0
8534,780,600,run out,444,3124,0
8535,627,caught,167,3124,0
8536,464,600,run out,639,3124,0
8537,740,caught,906,3124,0
8538,,bowled,348,3124,0
8539,167,caught,845,3124,0
8540,639,caught,849,3124,0
8541,,caught and bowled,773,3124,0
8542,,bowled,464,3124,0
8543,,bowled,609,3124,0
8544,,bowled,981,3123,0
8545,,lbw,958,3123,0
8546,,bowled,209,3123,0
8547,,lbw,930,3123,0
8548,,lbw,1028,3123,0
8549,,bowled,983,3123,0
8550,1279,caught,994,3123,0
8551,,lbw,1186,3123,0
8552,,lbw,525,3123,0
8553,,bowled,1289,3123,0
8554,1041,caught,1150,3123,0
8555,1028,caught,1182,3123,0
8556,,bowled,1251,3123,0
8557,994,caught,735,3123,0
8558,,lbw,1095,3123,0
8559,994,caught,1105,3123,0
8560,983,caught,1258,3123,0
8561,854,caught,389,3122,0
8562,,bowled,848,3122,0
8563,284,caught,391,3122,0
8564,,bowled,390,3122,0
8565,,lbw,387,3122,0
8566,284,caught,368,3122,0
8567,286,caught,399,3122,0
8568,,bowled,299,3122,0
8569,1207,caught,630,3122,0
8570,,bowled,375,3122,0
8571,,bowled,881,3122,0
8572,368,run out,286,3122,0
8573,389,stumped,687,3122,0
8574,705,caught,1207,3122,0
8575,,bowled,160,3122,0
8576,1344,caught,154,3120,0
8577,1369,caught,123,3120,0
8578,,caught and bowled,2165,3120,0
8579,,caught and bowled,1435,3120,0
8580,1441,caught,120,3120,0
8581,,lbw,1,3120,0
8582,,lbw,2177,3120,0
8583,1403,caught,241,3120,0
8584,,lbw,2,3120,0
8585,1343,caught,155,3120,0
8586,120,caught,1430,3120,0
8587,,bowled,1305,3120,0
8588,120,caught,1369,3120,0
8589,,bowled,1344,3120,0
8590,2165,120,run out,1341,3120,0
8591,,bowled,1343,3120,0
8592,120,caught,1403,3120,0
8593,,bowled,1441,3120,0
8594,,lbw,1431,3120,0
8595,120,caught,1396,3120,0
8596,,bowled,682,3121,0
8597,600,caught,338,3121,0
8598,464,600,run out,342,3121,0
8599,600,caught,341,3121,0
8600,,caught and bowled,358,3121,0
8601,627,caught,360,3121,0
8602,,lbw,336,3121,0
8603,,lbw,632,3121,0
8604,600,caught,837,3121,0
8605,,lbw,2030,3121,0
8606,,caught and bowled,845,3121,0
8607,632,caught,609,3121,0
8608,,lbw,849,3121,0
8609,837,358,run out,464,3121,0
8610,,lbw,600,3121,0
8611,2140,caught,1478,3119,0
8612,545,caught,1593,3119,0
8613,545,run out,1517,3119,0
8614,1769,caught,1993,3118,0
8615,422,caught,599,3118,0
8616,1766,caught,1951,3118,0
8617,,lbw,1930,3118,0
8618,,bowled,1978,3118,0
8619,224,caught,1967,3118,0
8620,422,caught,1959,3118,0
8621,422,caught,1944,3118,0
8622,224,caught,619,3118,0
8623,,bowled,661,3118,0
8624,,bowled,1765,3118,0
8625,210,run out,1811,3117,0
8626,,lbw,1896,3117,0
8627,1021,caught,1824,3117,0
8628,,lbw,1812,3117,0
8629,1041,caught,631,3117,0
8630,,lbw,1897,3117,0
8631,209,1044,run out,1848,3117,0
8632,981,caught,1813,3117,0
8633,,lbw,1879,3117,0
8634,,bowled,1898,3117,0
8635,,lbw,1186,3116,0
8636,160,caught,525,3116,0
8637,,lbw,1289,3116,0
8638,840,caught,1150,3116,0
8639,,lbw,735,3116,0
8640,284,caught,1182,3116,0
8641,840,caught,1251,3116,0
8642,,lbw,1105,3116,0
8643,552,caught,1286,3116,0
8644,,bowled,1264,3116,0
8645,,lbw,687,3116,0
8646,,bowled,840,3116,0
8647,,lbw,284,3116,0
8648,,lbw,286,3116,0
8649,,bowled,881,3116,0
8650,,bowled,1207,3116,0
8651,,bowled,854,3116,0
8652,1286,caught,160,3116,0
8653,1251,run out,552,3116,0
8654,,bowled,164,3116,0
8655,,bowled,1430,3115,0
8656,1325,caught,1369,3115,0
8657,188,caught,1305,3115,0
8658,1181,348,run out,1344,3115,0
8659,906,caught,1343,3115,0
8660,,caught and bowled,167,3115,0
8661,1431,caught,188,3115,0
8662,,lbw,441,3115,0
8663,1441,stumped,1325,3115,0
8664,,lbw,1436,3115,0
8665,,lbw,906,3115,0
8666,1430,run out,444,3115,0
8667,,bowled,348,3115,0
8668,,lbw,1399,3115,0
8669,,lbw,1181,3115,0
8670,,bowled,154,3114,0
8671,342,caught,123,3114,0
8672,682,caught,2165,3114,0
8673,,bowled,1435,3114,0
8674,,bowled,120,3114,0
8675,358,caught,8,3114,0
8676,,bowled,241,3114,0
8677,2030,caught,2177,3114,0
8678,,bowled,360,3114,0
8679,123,caught,682,3114,0
8680,,bowled,342,3114,0
8681,120,stumped,338,3114,0
8682,,lbw,359,3114,0
8683,2,8,run out,632,3114,0
8684,120,2177,run out,358,3114,0
8685,,lbw,389,3113,0
8686,,lbw,848,3113,0
8687,,bowled,390,3113,0
8688,1478,caught,387,3113,0
8689,1581,caught,391,3113,0
8690,1584,run out,368,3113,0
8691,,lbw,399,3113,0
8692,,bowled,392,3113,0
8693,,bowled,704,3113,0
8694,,bowled,630,3113,0
8695,389,caught,1478,3113,0
8696,,lbw,1897,3111,0
8697,,lbw,1811,3111,0
8698,284,caught,1824,3111,0
8699,284,caught,1812,3111,0
8700,295,caught,1896,3111,0
8701,,bowled,1848,3111,0
8702,284,caught,1905,3111,0
8703,1207,caught,1898,3111,0
8704,,bowled,1813,3111,0
8705,,bowled,295,3111,0
8706,,caught and bowled,840,3111,0
8707,1905,caught,284,3111,0
8708,1896,stumped,1207,3111,0
8709,,bowled,687,3111,0
8710,1813,caught,881,3111,0
8711,,lbw,160,3111,0
8712,,lbw,1156,3111,0
8713,1896,stumped,286,3111,0
8714,,bowled,552,3111,0
8715,1325,caught,1765,3112,0
8716,167,caught,587,3112,0
8717,167,caught,1681,3112,0
8718,,lbw,1766,3112,0
8719,167,caught,1769,3112,0
8720,,bowled,1650,3112,0
8721,1436,caught,224,3112,0
8722,,lbw,422,3112,0
8723,1681,caught,1325,3112,0
8724,422,stumped,167,3112,0
8725,,lbw,1436,3112,0
8726,,bowled,441,3112,0
8727,,lbw,444,3112,0
8728,224,caught,906,3112,0
8729,,bowled,348,3112,0
